College,Branch,Category,Gender,Region,Technical/Non Technical,Round,Cutoff %,Location
MET's Institute of Technology Polytechnic Bhujbal Knowledge City Nashik,Computer Engineering,NTA,F,Home District,Non Technical,1,85.4,Nashik
MET's Institute of Technology Polytechnic Bhujbal Knowledge City Nashik,Computer Engineering,NTC,F,Home District,Non Technical,1,88.2,Nashik
MET's Institute of Technology Polytechnic Bhujbal Knowledge City Nashik,Computer Engineering,OBC,F,Home District,Non Technical,1,87.2,Nashik
MET's Institute of Technology Polytechnic Bhujbal Knowledge City Nashik,Computer Engineering,OPEN,M,Home District,Technical,1,83.4,Nashik
MET's Institute of Technology Polytechnic Bhujbal Knowledge City Nashik,Computer Engineering,OPEN,M,Home District,Technical,1,70.0,Nashik
MET's Institute of Technology Polytechnic Bhujbal Knowledge City Nashik,Computer Engineering,SC,M,Home District,Technical,1,86.0,Nashik
MET's Institute of Technology Polytechnic Bhujbal Knowledge City Nashik,Computer Engineering,SEBC,M,Home District,Technical,1,85.2,Nashik
MET's Institute of Technology Polytechnic Bhujbal Knowledge City Nashik,Computer Engineering,OBC,M,Home District,Technical,1,85.2,Nashik
MET's Institute of Technology Polytechnic Bhujbal Knowledge City Nashik,Computer Engineering,OPEN,M,Other Than Home District,Technical,1,93.6,Nashik
MET's Institute of Technology Polytechnic Bhujbal Knowledge City Nashik,Computer Engineering,OPEN,M,Other Than Home District,Non Technical,1,88.0,Nashik
MET's Institute of Technology Polytechnic Bhujbal Knowledge City Nashik,Computer Engineering,SC,M,Other Than Home District,Non Technical,1,83.8,Nashik
MET's Institute of Technology Polytechnic Bhujbal Knowledge City Nashik,Computer Engineering,NTC,M,Other Than Home District,Non Technical,1,83.0,Nashik
MET's Institute of Technology Polytechnic Bhujbal Knowledge City Nashik,Computer Engineering,OBC,M,Other Than Home District,Non Technical,1,87.0,Nashik
MET's Institute of Technology Polytechnic Bhujbal Knowledge City Nashik,Computer Engineering,SC,F,Other Than Home District,Non Technical,1,91.8,Nashik
MET's Institute of Technology Polytechnic Bhujbal Knowledge City Nashik,Computer Engineering,OBC,F,Other Than Home District,Non Technical,1,80.8,Nashik
MET's Institute of Technology Polytechnic Bhujbal Knowledge City Nashik,Computer Engineering,SEBC,F,Other Than Home District,Non Technical,1,86.2,Nashik
MET's Institute of Technology Polytechnic Bhujbal Knowledge City Nashik,Computer Engineering,OPEN,F,Other Than Home District,Non Technical,1,79.2,Nashik
MET's Institute of Technology Polytechnic Bhujbal Knowledge City Nashik,Computer Engineering,SC,F,Other Than Home District,Non Technical,1,90.2,Nashik
MET's Institute of Technology Polytechnic Bhujbal Knowledge City Nashik,Computer Engineering,OPEN,M,Other Than Home District,Technical,1,70.4,Nashik
MET's Institute of Technology Polytechnic Bhujbal Knowledge City Nashik,Computer Engineering,ST,M,Other Than Home District,Non Technical,1,78.6,Nashik
MET's Institute of Technology Polytechnic Bhujbal Knowledge City Nashik,Computer Engineering,ST,F,Other Than Home District,Technical,1,87.2,Nashik
MET's Institute of Technology Polytechnic Bhujbal Knowledge City Nashik,Computer Engineering,DEFS,G,State Level,Non Technical,1,89.33,Nashik
MET's Institute of Technology Polytechnic Bhujbal Knowledge City Nashik,Computer Engineering,EWS,G,State Level,Non Technical,1,64.67,Nashik
MET's Institute of Technology Polytechnic Bhujbal Knowledge City Nashik,Computer Engineering,TFWS,G,State Level,Non Technical,1,91.0,Nashik
MET's Institute of Technology Polytechnic Bhujbal Knowledge City Nashik,Information Technology,OPEN,M,Home District,Non Technical,1,89.6,Nashik
MET's Institute of Technology Polytechnic Bhujbal Knowledge City Nashik,Information Technology,SC,M,Home District,Non Technical,1,84.0,Nashik
MET's Institute of Technology Polytechnic Bhujbal Knowledge City Nashik,Information Technology,NTB,M,Home District,Non Technical,1,76.2,Nashik
MET's Institute of Technology Polytechnic Bhujbal Knowledge City Nashik,Information Technology,NTC,M,Home District,Non Technical,1,86.6,Nashik
MET's Institute of Technology Polytechnic Bhujbal Knowledge City Nashik,Information Technology,NTD,M,Home District,Non Technical,1,85.4,Nashik
MET's Institute of Technology Polytechnic Bhujbal Knowledge City Nashik,Information Technology,OBC,M,Home District,Non Technical,1,89.6,Nashik
MET's Institute of Technology Polytechnic Bhujbal Knowledge City Nashik,Information Technology,SEBC,M,Home District,Non Technical,1,89.2,Nashik
MET's Institute of Technology Polytechnic Bhujbal Knowledge City Nashik,Information Technology,OPEN,F,Home District,Non Technical,1,72.6,Nashik
MET's Institute of Technology Polytechnic Bhujbal Knowledge City Nashik,Information Technology,SC,F,Home District,Non Technical,1,90.0,Nashik
MET's Institute of Technology Polytechnic Bhujbal Knowledge City Nashik,Information Technology,ST,F,Home District,Non Technical,1,85.4,Nashik
MET's Institute of Technology Polytechnic Bhujbal Knowledge City Nashik,Information Technology,NTA,F,Home District,Non Technical,1,74.4,Nashik
MET's Institute of Technology Polytechnic Bhujbal Knowledge City Nashik,Information Technology,OBC,F,Home District,Non Technical,1,87.2,Nashik
MET's Institute of Technology Polytechnic Bhujbal Knowledge City Nashik,Information Technology,OPEN,M,Home District,Technical,1,78.8,Nashik
MET's Institute of Technology Polytechnic Bhujbal Knowledge City Nashik,Information Technology,SC,M,Home District,Technical,1,85.8,Nashik
MET's Institute of Technology Polytechnic Bhujbal Knowledge City Nashik,Information Technology,OBC,M,Home District,Technical,1,85.2,Nashik
MET's Institute of Technology Polytechnic Bhujbal Knowledge City Nashik,Information Technology,OPEN,F,Home District,Technical,1,90.8,Nashik
MET's Institute of Technology Polytechnic Bhujbal Knowledge City Nashik,Information Technology,SEBC,F,Home District,Technical,1,91.2,Nashik
MET's Institute of Technology Polytechnic Bhujbal Knowledge City Nashik,Information Technology,OPEN,M,Other Than Home District,Technical,1,81.6,Nashik
MET's Institute of Technology Polytechnic Bhujbal Knowledge City Nashik,Information Technology,OPEN,M,Other Than Home District,Non Technical,1,85.2,Nashik
MET's Institute of Technology Polytechnic Bhujbal Knowledge City Nashik,Information Technology,SC,M,Other Than Home District,Non Technical,1,81.8,Nashik
MET's Institute of Technology Polytechnic Bhujbal Knowledge City Nashik,Information Technology,OBC,M,Other Than Home District,Non Technical,1,83.4,Nashik
MET's Institute of Technology Polytechnic Bhujbal Knowledge City Nashik,Information Technology,SEBC,M,Other Than Home District,Non Technical,1,85.0,Nashik
MET's Institute of Technology Polytechnic Bhujbal Knowledge City Nashik,Information Technology,OPEN,F,Other Than Home District,Non Technical,1,58.29,Nashik
MET's Institute of Technology Polytechnic Bhujbal Knowledge City Nashik,Information Technology,OBC,F,Other Than Home District,Non Technical,1,89.0,Nashik
MET's Institute of Technology Polytechnic Bhujbal Knowledge City Nashik,Information Technology,SC,F,Other Than Home District,Non Technical,1,84.0,Nashik
MET's Institute of Technology Polytechnic Bhujbal Knowledge City Nashik,Information Technology,SEBC,F,Other Than Home District,Non Technical,1,89.6,Nashik
MET's Institute of Technology Polytechnic Bhujbal Knowledge City Nashik,Information Technology,OPEN,M,Other Than Home District,Technical,1,90.2,Nashik
MET's Institute of Technology Polytechnic Bhujbal Knowledge City Nashik,Information Technology,OBC,M,Other Than Home District,Technical,1,89.4,Nashik
MET's Institute of Technology Polytechnic Bhujbal Knowledge City Nashik,Information Technology,DEFS,G,State Level,Non Technical,1,71.4,Nashik
MET's Institute of Technology Polytechnic Bhujbal Knowledge City Nashik,Information Technology,EWS,G,State Level,Non Technical,1,73.6,Nashik
MET's Institute of Technology Polytechnic Bhujbal Knowledge City Nashik,Information Technology,TFWS,G,State Level,Non Technical,1,90.8,Nashik
MET's Institute of Technology Polytechnic Bhujbal Knowledge City Nashik,Civil Engineering,OPEN,M,Home District,Non Technical,1,80.4,Nashik
MET's Institute of Technology Polytechnic Bhujbal Knowledge City Nashik,Civil Engineering,SC,M,Home District,Non Technical,1,84.0,Nashik
MET's Institute of Technology Polytechnic Bhujbal Knowledge City Nashik,Civil Engineering,ST,M,Home District,Non Technical,1,72.0,Nashik
MET's Institute of Technology Polytechnic Bhujbal Knowledge City Nashik,Civil Engineering,NTA,M,Home District,Non Technical,1,77.0,Nashik
MET's Institute of Technology Polytechnic Bhujbal Knowledge City Nashik,Civil Engineering,NTB,M,Home District,Non Technical,1,73.86,Nashik
MET's Institute of Technology Polytechnic Bhujbal Knowledge City Nashik,Civil Engineering,NTC,M,Home District,Non Technical,1,76.0,Nashik
MET's Institute of Technology Polytechnic Bhujbal Knowledge City Nashik,Civil Engineering,NTD,M,Home District,Non Technical,1,75.4,Nashik
MET's Institute of Technology Polytechnic Bhujbal Knowledge City Nashik,Civil Engineering,OBC,M,Home District,Non Technical,1,80.4,Nashik
MET's Institute of Technology Polytechnic Bhujbal Knowledge City Nashik,Civil Engineering,OPEN,F,Home District,Non Technical,1,77.4,Nashik
MET's Institute of Technology Polytechnic Bhujbal Knowledge City Nashik,Civil Engineering,SC,F,Home District,Non Technical,1,83.2,Nashik
MET's Institute of Technology Polytechnic Bhujbal Knowledge City Nashik,Civil Engineering,ST,F,Home District,Non Technical,1,74.4,Nashik
MET's Institute of Technology Polytechnic Bhujbal Knowledge City Nashik,Civil Engineering,NTC,F,Home District,Non Technical,1,80.0,Nashik
MET's Institute of Technology Polytechnic Bhujbal Knowledge City Nashik,Civil Engineering,OBC,F,Home District,Non Technical,1,77.4,Nashik
MET's Institute of Technology Polytechnic Bhujbal Knowledge City Nashik,Civil Engineering,OBC,F,Home District,Non Technical,1,74.2,Nashik
MET's Institute of Technology Polytechnic Bhujbal Knowledge City Nashik,Civil Engineering,OBC,F,Home District,Non Technical,1,77.8,Nashik
MET's Institute of Technology Polytechnic Bhujbal Knowledge City Nashik,Civil Engineering,OPEN,M,Home District,Technical,1,77.0,Nashik
MET's Institute of Technology Polytechnic Bhujbal Knowledge City Nashik,Civil Engineering,SC,M,Home District,Technical,1,84.83,Nashik
MET's Institute of Technology Polytechnic Bhujbal Knowledge City Nashik,Civil Engineering,NTB,M,Home District,Technical,1,78.0,Nashik
MET's Institute of Technology Polytechnic Bhujbal Knowledge City Nashik,Civil Engineering,NTD,M,Home District,Technical,1,78.6,Nashik
MET's Institute of Technology Polytechnic Bhujbal Knowledge City Nashik,Civil Engineering,OBC,M,Home District,Technical,1,84.6,Nashik
MET's Institute of Technology Polytechnic Bhujbal Knowledge City Nashik,Civil Engineering,OPEN,F,Home District,Technical,1,84.0,Nashik
MET's Institute of Technology Polytechnic Bhujbal Knowledge City Nashik,Civil Engineering,SC,F,Home District,Technical,1,88.4,Nashik
MET's Institute of Technology Polytechnic Bhujbal Knowledge City Nashik,Civil Engineering,OBC,F,Home District,Technical,1,83.0,Nashik
MET's Institute of Technology Polytechnic Bhujbal Knowledge City Nashik,Civil Engineering,OPEN,M,Other Than Home District,Non Technical,1,84.0,Nashik
MET's Institute of Technology Polytechnic Bhujbal Knowledge City Nashik,Civil Engineering,ST,M,Other Than Home District,Non Technical,1,56.33,Nashik
MET's Institute of Technology Polytechnic Bhujbal Knowledge City Nashik,Civil Engineering,OPEN,F,Other Than Home District,Non Technical,1,51.0,Nashik
MET's Institute of Technology Polytechnic Bhujbal Knowledge City Nashik,Civil Engineering,SC,F,Other Than Home District,Non Technical,1,60.0,Nashik
MET's Institute of Technology Polytechnic Bhujbal Knowledge City Nashik,Civil Engineering,SC,M,Other Than Home District,Non Technical,1,71.67,Nashik
MET's Institute of Technology Polytechnic Bhujbal Knowledge City Nashik,Civil Engineering,ST,M,Other Than Home District,Non Technical,1,71.67,Nashik
MET's Institute of Technology Polytechnic Bhujbal Knowledge City Nashik,Civil Engineering,NTB,M,Other Than Home District,Non Technical,1,76.4,Nashik
MET's Institute of Technology Polytechnic Bhujbal Knowledge City Nashik,Civil Engineering,NTC,M,Other Than Home District,Non Technical,1,74.6,Nashik
MET's Institute of Technology Polytechnic Bhujbal Knowledge City Nashik,Civil Engineering,OBC,M,Other Than Home District,Non Technical,1,74.2,Nashik
MET's Institute of Technology Polytechnic Bhujbal Knowledge City Nashik,Civil Engineering,OPEN,F,Other Than Home District,Non Technical,1,76.4,Nashik
MET's Institute of Technology Polytechnic Bhujbal Knowledge City Nashik,Civil Engineering,SC,F,Other Than Home District,Non Technical,1,78.8,Nashik
MET's Institute of Technology Polytechnic Bhujbal Knowledge City Nashik,Civil Engineering,ST,F,Other Than Home District,Non Technical,1,71.0,Nashik
MET's Institute of Technology Polytechnic Bhujbal Knowledge City Nashik,Civil Engineering,NTA,F,Other Than Home District,Non Technical,1,74.4,Nashik
MET's Institute of Technology Polytechnic Bhujbal Knowledge City Nashik,Civil Engineering,OBC,F,Other Than Home District,Non Technical,1,73.2,Nashik
MET's Institute of Technology Polytechnic Bhujbal Knowledge City Nashik,Civil Engineering,OPEN,M,Other Than Home District,Technical,1,80.6,Nashik
MET's Institute of Technology Polytechnic Bhujbal Knowledge City Nashik,Civil Engineering,OBC,M,Other Than Home District,Technical,1,79.8,Nashik
MET's Institute of Technology Polytechnic Bhujbal Knowledge City Nashik,Civil Engineering,NTC,M,Other Than Home District,Technical,1,82.4,Nashik
MET's Institute of Technology Polytechnic Bhujbal Knowledge City Nashik,Civil Engineering,NTC,M,Other Than Home District,Technical,1,77.0,Nashik
MET's Institute of Technology Polytechnic Bhujbal Knowledge City Nashik,Civil Engineering,SC,M,Other Than Home District,Technical,1,78.0,Nashik
MET's Institute of Technology Polytechnic Bhujbal Knowledge City Nashik,Civil Engineering,DEFS,G,State Level,Non Technical,1,73.0,Nashik
MET's Institute of Technology Polytechnic Bhujbal Knowledge City Nashik,Civil Engineering,TFWS,G,State Level,Non Technical,1,85.2,Nashik
MET's Institute of Technology Polytechnic Bhujbal Knowledge City Nashik,Electrical Engineering,OPEN,M,Home District,Non Technical,1,83.4,Nashik
MET's Institute of Technology Polytechnic Bhujbal Knowledge City Nashik,Electrical Engineering,SC,M,Home District,Non Technical,1,78.8,Nashik
MET's Institute of Technology Polytechnic Bhujbal Knowledge City Nashik,Electrical Engineering,NTA,M,Home District,Non Technical,1,65.8,Nashik
MET's Institute of Technology Polytechnic Bhujbal Knowledge City Nashik,Electrical Engineering,NTC,M,Home District,Non Technical,1,73.0,Nashik
MET's Institute of Technology Polytechnic Bhujbal Knowledge City Nashik,Electrical Engineering,OBC,M,Home District,Non Technical,1,74.2,Nashik
MET's Institute of Technology Polytechnic Bhujbal Knowledge City Nashik,Electrical Engineering,SEBC,M,Home District,Non Technical,1,82.2,Nashik
MET's Institute of Technology Polytechnic Bhujbal Knowledge City Nashik,Electrical Engineering,OPEN,F,Home District,Non Technical,1,65.4,Nashik
MET's Institute of Technology Polytechnic Bhujbal Knowledge City Nashik,Electrical Engineering,SC,F,Home District,Non Technical,1,84.6,Nashik
MET's Institute of Technology Polytechnic Bhujbal Knowledge City Nashik,Electrical Engineering,ST,F,Home District,Non Technical,1,69.2,Nashik
MET's Institute of Technology Polytechnic Bhujbal Knowledge City Nashik,Electrical Engineering,NTC,F,Home District,Non Technical,1,82.8,Nashik
MET's Institute of Technology Polytechnic Bhujbal Knowledge City Nashik,Electrical Engineering,OBC,F,Home District,Non Technical,1,76.2,Nashik
MET's Institute of Technology Polytechnic Bhujbal Knowledge City Nashik,Electrical Engineering,SEBC,F,Home District,Non Technical,1,82.6,Nashik
MET's Institute of Technology Polytechnic Bhujbal Knowledge City Nashik,Electrical Engineering,OPEN,M,Home District,Non Technical,1,64.2,Nashik
MET's Institute of Technology Polytechnic Bhujbal Knowledge City Nashik,Electrical Engineering,OBC,M,Home District,Non Technical,1,73.33,Nashik
MET's Institute of Technology Polytechnic Bhujbal Knowledge City Nashik,Electrical Engineering,OBC,M,Home District,Technical,1,78.2,Nashik
MET's Institute of Technology Polytechnic Bhujbal Knowledge City Nashik,Electrical Engineering,OBC,F,Home District,Technical,1,74.4,Nashik
