College,Branch,Category,Gender,Region,Technical/Non Technical,Round,Cutoff %,Location
Government Polytechnic Nashik,Electrical Engineering,OPEN,F,Other Than Home District,Non Technical,1,94.8,Nashik
Government Polytechnic Nashik,Electrical Engineering,SC,F,Other Than Home District,Non Technical,1,84.8,Nashik
Government Polytechnic Nashik,Electrical Engineering,OBC,F,Other Than Home District,Non Technical,1,88.6,Nashik
Government Polytechnic Nashik,Electrical Engineering,OPEN,M,Other Than Home District,Technical,1,86.6,Nashik
Government Polytechnic Nashik,Electrical Engineering,OBC,M,Other Than Home District,Technical,1,85.4,Nashik
Government Polytechnic Nashik,Electrical Engineering,OPEN,F,Other Than Home District,Technical,1,76.4,Nashik
Government Polytechnic Nashik,Electrical Engineering,DEFS,G,State Level,Non Technical,1,72.0,Nashik
Government Polytechnic Nashik,Electrical Engineering,OBC,G,State Level,Non Technical,1,68.33,Nashik
Government Polytechnic Nashik,Electrical Engineering,EWS,G,State Level,Non Technical,1,70.4,Nashik
Government Polytechnic Nashik,Electrical Engineering,TFWS,G,State Level,Non Technical,1,92.8,Nashik
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,OPEN,M,Home District,Non Technical,1,92.0,Nashik
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,SC,M,Home District,Non Technical,1,86.2,Nashik
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,ST,M,Home District,Non Technical,1,74.4,Nashik
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,NTA,M,Home District,Non Technical,1,89.8,Nashik
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,NTB,M,Home District,Non Technical,1,88.4,Nashik
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,NTC,M,Home District,Non Technical,1,89.2,Nashik
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,NTD,M,Home District,Non Technical,1,91.8,Nashik
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,OBC,M,Home District,Non Technical,1,91.2,Nashik
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,SEBC,M,Home District,Non Technical,1,81.6,Nashik
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,OPEN,F,Home District,Non Technical,1,93.0,Nashik
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,SC,F,Home District,Non Technical,1,86.6,Nashik
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,ST,F,Home District,Non Technical,1,86.2,Nashik
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,NTC,F,Home District,Non Technical,1,91.0,Nashik
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,OBC,F,Home District,Non Technical,1,91.6,Nashik
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,SEBC,F,Home District,Non Technical,1,82.2,Nashik
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,OPEN,M,Home District,Technical,1,88.8,Nashik
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,SC,M,Home District,Technical,1,66.6,Nashik
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,ST,M,Home District,Technical,1,87.6,Nashik
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,OBC,M,Home District,Technical,1,87.6,Nashik
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,NTB,M,Home District,Technical,1,90.2,Nashik
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,OPEN,F,Home District,Technical,1,90.2,Nashik
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,SC,F,Home District,Technical,1,88.2,Nashik
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,OBC,F,Home District,Technical,1,88.6,Nashik
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,SEBC,F,Home District,Technical,1,76.2,Nashik
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,OPEN,M,Other Than Home District,Non Technical,1,93.0,Nashik
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,SC,M,Other Than Home District,Non Technical,1,84.6,Nashik
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,NTA,M,Other Than Home District,Non Technical,1,89.0,Nashik
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,NTC,M,Other Than Home District,Non Technical,1,88.4,Nashik
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,NTD,M,Other Than Home District,Non Technical,1,85.17,Nashik
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,OBC,M,Other Than Home District,Non Technical,1,91.4,Nashik
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,SEBC,M,Other Than Home District,Non Technical,1,89.0,Nashik
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,OPEN,F,Other Than Home District,Non Technical,1,93.2,Nashik
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,SC,F,Other Than Home District,Non Technical,1,85.2,Nashik
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,ST,F,Other Than Home District,Non Technical,1,60.0,Nashik
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,NTC,F,Other Than Home District,Non Technical,1,90.8,Nashik
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,OBC,F,Other Than Home District,Non Technical,1,92.4,Nashik
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,SEBC,F,Other Than Home District,Non Technical,1,91.6,Nashik
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,DEFS,G,State Level,Non Technical,1,63.0,Nashik
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,EWS,G,State Level,Non Technical,1,76.6,Nashik
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,TFWS,G,State Level,Non Technical,1,93.4,Nashik
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,OPEN,M,Home District,Non Technical,1,92.0,Nashik
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,SC,M,Home District,Non Technical,1,86.2,Nashik
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,NTA,M,Home District,Non Technical,1,74.4,Nashik
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,NTB,M,Home District,Non Technical,1,89.8,Nashik
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,NTC,M,Home District,Non Technical,1,88.4,Nashik
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,NTD,M,Home District,Non Technical,1,89.2,Nashik
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,OBC,M,Home District,Non Technical,1,91.8,Nashik
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,SEBC,M,Home District,Non Technical,1,91.2,Nashik
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,OPEN,F,Home District,Non Technical,1,81.6,Nashik
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,SC,F,Home District,Non Technical,1,93.0,Nashik
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,ST,F,Home District,Non Technical,1,86.6,Nashik
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,NTC,F,Home District,Non Technical,1,86.2,Nashik
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,OBC,F,Home District,Non Technical,1,91.0,Nashik
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,SEBC,F,Home District,Non Technical,1,91.6,Nashik
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,OPEN,M,Home District,Technical,1,88.8,Nashik
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,SC,M,Home District,Technical,1,66.6,Nashik
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,OBC,M,Home District,Technical,1,87.6,Nashik
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,OPEN,F,Home District,Technical,1,87.6,Nashik
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,SC,F,Home District,Technical,1,90.2,Nashik
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,OBC,F,Home District,Technical,1,88.2,Nashik
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,SEBC,F,Home District,Technical,1,88.6,Nashik
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,NTB,M,Home District,Technical,1,90.2,Nashik
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,OPEN,M,Other Than Home District,Non Technical,1,93.0,Nashik
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,SC,M,Other Than Home District,Non Technical,1,84.6,Nashik
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,NTC,M,Other Than Home District,Non Technical,1,89.0,Nashik
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,NTD,M,Other Than Home District,Non Technical,1,88.4,Nashik
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,OBC,M,Other Than Home District,Non Technical,1,85.17,Nashik
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,SEBC,M,Other Than Home District,Non Technical,1,91.4,Nashik
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,OPEN,F,Other Than Home District,Non Technical,1,89.0,Nashik
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,SC,F,Other Than Home District,Non Technical,1,93.2,Nashik
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,ST,F,Other Than Home District,Non Technical,1,85.2,Nashik
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,NTA,F,Other Than Home District,Non Technical,1,60.0,Nashik
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,OBC,F,Other Than Home District,Non Technical,1,90.8,Nashik
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,SEBC,F,Other Than Home District,Non Technical,1,92.4,Nashik
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,SEBC,M,Other Than Home District,Non Technical,1,91.6,Nashik
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,OPEN,M,Other Than Home District,Non Technical,1,82.2,Nashik
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,OPEN,M,Other Than Home District,Technical,1,87.6,Nashik
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,OBC,M,Other Than Home District,Technical,1,87.6,Nashik
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,SC,M,Other Than Home District,Technical,1,70.8,Nashik
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,SC,M,Other Than Home District,Technical,1,87.0,Nashik
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,DEFS,G,State Level,Non Technical,1,89.6,Nashik
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,EWS,G,State Level,Non Technical,1,63.67,Nashik
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,TFWS,G,State Level,Technical,1,76.6,Nashik
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,OPEN,G,State Level,Non Technical,1,93.4,Nashik
Government Polytechnic Nashik,Mechatronics,OPEN,M,Home District,Non Technical,1,93.4,Nashik
Government Polytechnic Nashik,Mechatronics,SC,M,Home District,Non Technical,1,84.4,Nashik
Government Polytechnic Nashik,Mechatronics,NTB,M,Home District,Non Technical,1,76.5,Nashik
Government Polytechnic Nashik,Mechatronics,NTD,M,Home District,Non Technical,1,87.8,Nashik
Government Polytechnic Nashik,Mechatronics,OBC,M,Home District,Non Technical,1,91.2,Nashik
Government Polytechnic Nashik,Mechatronics,SEBC,M,Home District,Non Technical,1,91.2,Nashik
Government Polytechnic Nashik,Mechatronics,OPEN,F,Home District,Non Technical,1,69.2,Nashik
Government Polytechnic Nashik,Mechatronics,SC,F,Home District,Non Technical,1,91.6,Nashik
Government Polytechnic Nashik,Mechatronics,OBC,F,Home District,Non Technical,1,83.67,Nashik
Government Polytechnic Nashik,Mechatronics,SEBC,F,Home District,Non Technical,1,91.4,Nashik
Government Polytechnic Nashik,Mechatronics,OPEN,F,Home District,Technical,1,88.8,Nashik
Government Polytechnic Nashik,Mechatronics,OBC,F,Home District,Technical,1,86.2,Nashik
Government Polytechnic Nashik,Mechatronics,SEBC,M,Other Than Home District,Technical,1,71.8,Nashik
Government Polytechnic Nashik,Mechatronics,OPEN,M,Other Than Home District,Non Technical,1,90.2,Nashik
Government Polytechnic Nashik,Mechatronics,SC,M,Other Than Home District,Non Technical,1,90.2,Nashik
Government Polytechnic Nashik,Mechatronics,OBC,M,Other Than Home District,Non Technical,1,86.0,Nashik
Government Polytechnic Nashik,Mechatronics,OPEN,F,Other Than Home District,Non Technical,1,90.2,Nashik
Government Polytechnic Nashik,Mechatronics,NTC,F,Other Than Home District,Non Technical,1,88.4,Nashik
Government Polytechnic Nashik,Mechatronics,NTC,F,Other Than Home District,Non Technical,1,88.0,Nashik
Government Polytechnic Nashik,Mechatronics,NTD,F,Other Than Home District,Non Technical,1,87.8,Nashik
Government Polytechnic Nashik,Mechatronics,NTA,F,Other Than Home District,Non Technical,1,59.5,Nashik
Government Polytechnic Nashik,Mechatronics,ST,M,Other Than Home District,Technical,1,77.6,Nashik
Government Polytechnic Nashik,Mechatronics,EWS,G,State Level,Non Technical,1,51.6,Nashik
Government Polytechnic Nashik,Mechatronics,TFWS,G,State Level,Technical,1,92.6,Nashik
Mahavir Polytechnic Nashik,Artificial Intelligence & Machine Learning,OPEN,M,Home District,Non Technical,1,84.2,Nashik
Mahavir Polytechnic Nashik,Artificial Intelligence & Machine Learning,SC,M,Home District,Non Technical,1,74.4,Nashik
Mahavir Polytechnic Nashik,Artificial Intelligence & Machine Learning,ST,M,Home District,Non Technical,1,75.6,Nashik
Mahavir Polytechnic Nashik,Artificial Intelligence & Machine Learning,NTD,M,Home District,Non Technical,1,83.8,Nashik
Mahavir Polytechnic Nashik,Artificial Intelligence & Machine Learning,OBC,M,Home District,Non Technical,1,81.4,Nashik
Mahavir Polytechnic Nashik,Artificial Intelligence & Machine Learning,OPEN,F,Home District,Non Technical,1,85.0,Nashik
Mahavir Polytechnic Nashik,Artificial Intelligence & Machine Learning,SC,F,Home District,Non Technical,1,57.8,Nashik
Mahavir Polytechnic Nashik,Artificial Intelligence & Machine Learning,ST,F,Home District,Non Technical,1,77.8,Nashik
Mahavir Polytechnic Nashik,Artificial Intelligence & Machine Learning,OBC,F,Home District,Non Technical,1,82.8,Nashik
Mahavir Polytechnic Nashik,Artificial Intelligence & Machine Learning,NTC,M,Home District,Non Technical,1,66.6,Nashik
Mahavir Polytechnic Nashik,Artificial Intelligence & Machine Learning,OPEN,M,Home District,Technical,1,90.0,Nashik
Mahavir Polytechnic Nashik,Artificial Intelligence & Machine Learning,SC,M,Home District,Technical,1,76.8,Nashik
Mahavir Polytechnic Nashik,Artificial Intelligence & Machine Learning,ST,M,Home District,Technical,1,83.4,Nashik
Mahavir Polytechnic Nashik,Artificial Intelligence & Machine Learning,OPEN,F,Home District,Technical,1,90.6,Nashik
Mahavir Polytechnic Nashik,Artificial Intelligence & Machine Learning,NTC,M,Other Than Home District,Non Technical,1,69.2,Nashik
Mahavir Polytechnic Nashik,Artificial Intelligence & Machine Learning,OPEN,M,Other Than Home District,Non Technical,1,72.4,Nashik
Mahavir Polytechnic Nashik,Artificial Intelligence & Machine Learning,OBC,M,Other Than Home District,Non Technical,1,66.0,Nashik
Mahavir Polytechnic Nashik,Artificial Intelligence & Machine Learning,OPEN,F,Other Than Home District,Non Technical,1,88.6,Nashik
Mahavir Polytechnic Nashik,Artificial Intelligence & Machine Learning,OBC,F,Other Than Home District,Non Technical,1,60.0,Nashik
Mahavir Polytechnic Nashik,Artificial Intelligence & Machine Learning,SC,M,Other Than Home District,Non Technical,1,46.4,Nashik
Mahavir Polytechnic Nashik,Artificial Intelligence & Machine Learning,NTB,F,Other Than Home District,Non Technical,1,67.6,Nashik
Mahavir Polytechnic Nashik,Artificial Intelligence & Machine Learning,OPEN,M,Other Than Home District,Technical,1,88.8,Nashik
Mahavir Polytechnic Nashik,Artificial Intelligence & Machine Learning,OBC,F,Other Than Home District,Technical,1,66.83,Nashik
Mahavir Polytechnic Nashik,Artificial Intelligence & Machine Learning,NTB,M,Other Than Home District,Technical,1,72.4,Nashik
Mahavir Polytechnic Nashik,Artificial Intelligence & Machine Learning,TFWS,G,State Level,Non Technical,1,86.4,Nashik
Mahavir Polytechnic Nashik,Computer Engineering,OPEN,M,Home District,Non Technical,1,83.2,Nashik
Mahavir Polytechnic Nashik,Computer Engineering,SC,M,Home District,Non Technical,1,71.4,Nashik
Mahavir Polytechnic Nashik,Computer Engineering,ST,M,Home District,Non Technical,1,68.2,Nashik
Mahavir Polytechnic Nashik,Computer Engineering,NTB,M,Home District,Non Technical,1,76.8,Nashik
Mahavir Polytechnic Nashik,Computer Engineering,NTD,M,Home District,Non Technical,1,82.2,Nashik
Mahavir Polytechnic Nashik,Computer Engineering,OBC,M,Home District,Non Technical,1,82.4,Nashik
Mahavir Polytechnic Nashik,Computer Engineering,OPEN,F,Home District,Non Technical,1,84.2,Nashik
Mahavir Polytechnic Nashik,Computer Engineering,SC,F,Home District,Non Technical,1,67.8,Nashik
Mahavir Polytechnic Nashik,Computer Engineering,ST,F,Home District,Non Technical,1,57.0,Nashik
Mahavir Polytechnic Nashik,Computer Engineering,NTC,F,Home District,Non Technical,1,67.2,Nashik
Mahavir Polytechnic Nashik,Computer Engineering,NTB,F,Home District,Non Technical,1,82.6,Nashik
Mahavir Polytechnic Nashik,Computer Engineering,OPEN,M,Home District,Technical,1,89.4,Nashik
Mahavir Polytechnic Nashik,Computer Engineering,SC,M,Home District,Technical,1,84.4,Nashik
Mahavir Polytechnic Nashik,Computer Engineering,ST,M,Home District,Technical,1,69.8,Nashik
Mahavir Polytechnic Nashik,Computer Engineering,OBC,M,Home District,Technical,1,87.8,Nashik
Mahavir Polytechnic Nashik,Computer Engineering,OPEN,M,Other Than Home District,Non Technical,1,77.4,Nashik
Mahavir Polytechnic Nashik,Computer Engineering,NTC,M,Other Than Home District,Non Technical,1,72.0,Nashik
Mahavir Polytechnic Nashik,Computer Engineering,OBC,M,Other Than Home District,Non Technical,1,74.6,Nashik
Mahavir Polytechnic Nashik,Computer Engineering,OPEN,F,Other Than Home District,Non Technical,1,86.2,Nashik
Mahavir Polytechnic Nashik,Computer Engineering,SC,M,Other Than Home District,Non Technical,1,68.4,Nashik
Mahavir Polytechnic Nashik,Computer Engineering,NTB,M,Other Than Home District,Non Technical,1,74.4,Nashik
Mahavir Polytechnic Nashik,Computer Engineering,SC,F,Other Than Home District,Non Technical,1,63.2,Nashik
Mahavir Polytechnic Nashik,Computer Engineering,OBC,F,Other Than Home District,Non Technical,1,82.0,Nashik
Mahavir Polytechnic Nashik,Computer Engineering,OPEN,M,Other Than Home District,Technical,1,88.4,Nashik
Mahavir Polytechnic Nashik,Computer Engineering,OBC,M,Other Than Home District,Technical,1,80.6,Nashik
Mahavir Polytechnic Nashik,Computer Engineering,TFWS,G,State Level,Non Technical,1,86.2,Nashik
Mahavir Polytechnic Nashik,Information Technology,OPEN,M,Home District,Non Technical,1,81.2,Nashik
Mahavir Polytechnic Nashik,Information Technology,SC,M,Home District,Non Technical,1,64.0,Nashik
Mahavir Polytechnic Nashik,Information Technology,NTA,M,Home District,Non Technical,1,71.8,Nashik
Mahavir Polytechnic Nashik,Information Technology,NTB,M,Home District,Non Technical,1,77.4,Nashik
Mahavir Polytechnic Nashik,Information Technology,NTD,M,Home District,Non Technical,1,81.2,Nashik
Mahavir Polytechnic Nashik,Information Technology,OBC,M,Home District,Non Technical,1,80.2,Nashik
Mahavir Polytechnic Nashik,Information Technology,OPEN,F,Home District,Non Technical,1,82.2,Nashik
Mahavir Polytechnic Nashik,Information Technology,SC,F,Home District,Non Technical,1,63.8,Nashik
Mahavir Polytechnic Nashik,Information Technology,OBC,F,Home District,Non Technical,1,81.0,Nashik
Mahavir Polytechnic Nashik,Information Technology,OPEN,M,Home District,Technical,1,87.4,Nashik
Mahavir Polytechnic Nashik,Information Technology,SC,M,Home District,Technical,1,80.6,Nashik
Mahavir Polytechnic Nashik,Information Technology,OPEN,F,Home District,Technical,1,87.2,Nashik
Mahavir Polytechnic Nashik,Information Technology,OBC,F,Home District,Technical,1,83.6,Nashik
Mahavir Polytechnic Nashik,Information Technology,OPEN,M,Other Than Home District,Non Technical,1,64.4,Nashik
Mahavir Polytechnic Nashik,Information Technology,OPEN,F,Other Than Home District,Non Technical,1,79.4,Nashik
Mahavir Polytechnic Nashik,Information Technology,OBC,M,Other Than Home District,Non Technical,1,79.8,Nashik
Mahavir Polytechnic Nashik,Information Technology,OBC,F,Other Than Home District,Non Technical,1,80.4,Nashik
Mahavir Polytechnic Nashik,Information Technology,OBC,F,Other Than Home District,Non Technical,1,80.0,Nashik
Mahavir Polytechnic Nashik,Information Technology,OPEN,M,Other Than Home District,Technical,1,86.0,Nashik
Mahavir Polytechnic Nashik,Information Technology,SC,M,Other Than Home District,Technical,1,71.6,Nashik
Mahavir Polytechnic Nashik,Information Technology,TFWS,G,State Level,Non Technical,1,83.0,Nashik
Mahavir Polytechnic Nashik,Civil Engineering,OPEN,M,Home District,Non Technical,1,63.0,Nashik
Mahavir Polytechnic Nashik,Civil Engineering,SC,M,Home District,Non Technical,1,54.4,Nashik
Mahavir Polytechnic Nashik,Civil Engineering,ST,M,Home District,Non Technical,1,43.4,Nashik
Mahavir Polytechnic Nashik,Civil Engineering,NTB,M,Home District,Non Technical,1,55.83,Nashik
Mahavir Polytechnic Nashik,Civil Engineering,NTD,M,Home District,Non Technical,1,62.17,Nashik
Mahavir Polytechnic Nashik,Civil Engineering,OBC,M,Home District,Non Technical,1,60.0,Nashik
Mahavir Polytechnic Nashik,Civil Engineering,OPEN,F,Home District,Non Technical,1,63.2,Nashik
Mahavir Polytechnic Nashik,Civil Engineering,OPEN,F,Home District,Non Technical,2,49.83,Nashik
Mahavir Polytechnic Nashik,Civil Engineering,OPEN,M,Home District,Technical,1,79.4,Nashik
Mahavir Polytechnic Nashik,Civil Engineering,SC,M,Home District,Technical,1,70.2,Nashik
Mahavir Polytechnic Nashik,Civil Engineering,OBC,M,Home District,Technical,1,72.2,Nashik
Mahavir Polytechnic Nashik,Civil Engineering,OBC,F,Home District,Technical,1,45.6,Nashik
Mahavir Polytechnic Nashik,Civil Engineering,OPEN,M,Other Than Home District,Non Technical,1,43.8,Nashik
Mahavir Polytechnic Nashik,Civil Engineering,OPEN,M,Other Than Home District,Technical,1,64.33,Nashik
Mahavir Polytechnic Nashik,Civil Engineering,ST,M,Other Than Home District,Technical,1,77.0,Nashik
Mahavir Polytechnic Nashik,Civil Engineering,OBC,M,Other Than Home District,Technical,1,68.0,Nashik
Mahavir Polytechnic Nashik,Civil Engineering,TFWS,G,State Level,Non Technical,1,60.62,Nashik
Mahavir Polytechnic Nashik,Mechanical Engineering,OPEN,M,Home District,Non Technical,1,68.4,Nashik
Mahavir Polytechnic Nashik,Mechanical Engineering,SC,M,Home District,Non Technical,1,49.2,Nashik
Mahavir Polytechnic Nashik,Mechanical Engineering,NTD,M,Home District,Non Technical,1,61.4,Nashik
Mahavir Polytechnic Nashik,Mechanical Engineering,OBC,M,Home District,Non Technical,1,62.6,Nashik
Mahavir Polytechnic Nashik,Mechanical Engineering,OPEN,F,Home District,Non Technical,1,57.2,Nashik
Mahavir Polytechnic Nashik,Mechanical Engineering,OBC,F,Home District,Non Technical,1,60.0,Nashik
Mahavir Polytechnic Nashik,Mechanical Engineering,OPEN,M,Home District,Non Technical,2,63.4,Nashik
Mahavir Polytechnic Nashik,Mechanical Engineering,OPEN,M,Home District,Technical,1,80.6,Nashik
Mahavir Polytechnic Nashik,Mechanical Engineering,ST,M,Home District,Technical,1,79.4,Nashik
Mahavir Polytechnic Nashik,Mechanical Engineering,NTD,M,Home District,Technical,1,63.2,Nashik
Mahavir Polytechnic Nashik,Mechanical Engineering,OBC,M,Home District,Technical,1,75.0,Nashik
Mahavir Polytechnic Nashik,Mechanical Engineering,OBC,F,Home District,Technical,2,60.17,Nashik
Mahavir Polytechnic Nashik,Mechanical Engineering,OPEN,M,Other Than Home District,Non Technical,1,65.8,Nashik
Mahavir Polytechnic Nashik,Mechanical Engineering,OBC,M,Other Than Home District,Non Technical,1,60.0,Nashik
Mahavir Polytechnic Nashik,Mechanical Engineering,OPEN,M,Other Than Home District,Non Technical,2,60.0,Nashik
Mahavir Polytechnic Nashik,Mechanical Engineering,OPEN,M,Other Than Home District,Technical,1,77.0,Nashik
Mahavir Polytechnic Nashik,Mechanical Engineering,OPEN,F,Other Than Home District,Technical,1,73.8,Nashik
Mahavir Polytechnic Nashik,Mechanical Engineering,TFWS,G,State Level,Non Technical,1,69.4,Nashik
Mahavir Polytechnic Nashik,Electrical Engineering,OPEN,M,Home District,Non Technical,1,72.2,Nashik
Mahavir Polytechnic Nashik,Electrical Engineering,SC,M,Home District,Non Technical,1,61.4,Nashik
Mahavir Polytechnic Nashik,Electrical Engineering,ST,M,Home District,Non Technical,1,54.4,Nashik
Mahavir Polytechnic Nashik,Electrical Engineering,NTA,M,Home District,Non Technical,1,50.4,Nashik
Mahavir Polytechnic Nashik,Electrical Engineering,NTD,M,Home District,Non Technical,1,71.4,Nashik
Mahavir Polytechnic Nashik,Electrical Engineering,OBC,M,Home District,Non Technical,1,69.6,Nashik
Mahavir Polytechnic Nashik,Electrical Engineering,OPEN,F,Home District,Non Technical,1,68.0,Nashik
Mahavir Polytechnic Nashik,Electrical Engineering,NTB,F,Home District,Non Technical,1,57.8,Nashik
Mahavir Polytechnic Nashik,Electrical Engineering,NTD,F,Home District,Non Technical,1,67.0,Nashik
Mahavir Polytechnic Nashik,Electrical Engineering,OBC,F,Home District,Non Technical,1,65.2,Nashik
Mahavir Polytechnic Nashik,Electrical Engineering,OPEN,M,Home District,Technical,1,70.6,Nashik
Mahavir Polytechnic Nashik,Electrical Engineering,OBC,M,Home District,Technical,1,81.0,Nashik
Mahavir Polytechnic Nashik,Electrical Engineering,SC,F,Home District,Technical,1,67.0,Nashik
Mahavir Polytechnic Nashik,Electrical Engineering,OPEN,M,Other Than Home District,Technical,1,64.6,Nashik
Mahavir Polytechnic Nashik,Electrical Engineering,OPEN,M,Other Than Home District,Non Technical,1,70.6,Nashik
Mahavir Polytechnic Nashik,Electrical Engineering,OBC,M,Other Than Home District,Non Technical,1,68.0,Nashik
Mahavir Polytechnic Nashik,Electrical Engineering,OBC,M,Other Than Home District,Non Technical,1,67.8,Nashik
Mahavir Polytechnic Nashik,Electrical Engineering,OPEN,M,Other Than Home District,Non Technical,1,65.4,Nashik
Mahavir Polytechnic Nashik,Electrical Engineering,OPEN,F,Other Than Home District,Technical,1,86.6,Nashik
Mahavir Polytechnic Nashik,Electrical Engineering,OBC,F,Other Than Home District,Technical,1,72.6,Nashik
Mahavir Polytechnic Nashik,Electrical Engineering,TFWS,G,State Level,Non Technical,1,72.8,Nashik
MET's Institute of Technology Polytechnic Bhujbal Knowledge City Nashik,Computer Engineering,OPEN,M,Home District,Non Technical,1,90.2,Nashik
MET's Institute of Technology Polytechnic Bhujbal Knowledge City Nashik,Computer Engineering,SC,M,Home District,Non Technical,1,84.0,Nashik
MET's Institute of Technology Polytechnic Bhujbal Knowledge City Nashik,Computer Engineering,NTB,M,Home District,Non Technical,1,80.6,Nashik
MET's Institute of Technology Polytechnic Bhujbal Knowledge City Nashik,Computer Engineering,NTD,M,Home District,Non Technical,1,85.6,Nashik
MET's Institute of Technology Polytechnic Bhujbal Knowledge City Nashik,Computer Engineering,OBC,M,Home District,Non Technical,1,89.4,Nashik
MET's Institute of Technology Polytechnic Bhujbal Knowledge City Nashik,Computer Engineering,SEBC,M,Home District,Non Technical,1,89.8,Nashik
MET's Institute of Technology Polytechnic Bhujbal Knowledge City Nashik,Computer Engineering,OPEN,F,Home District,Non Technical,1,74.4,Nashik
MET's Institute of Technology Polytechnic Bhujbal Knowledge City Nashik,Computer Engineering,SC,F,Home District,Non Technical,1,90.6,Nashik
